,new_utt,intent,original_utt
461,How do I know whether keyword> tickets are still available?,tour_available,Hi! How can I know if <keyword> tickets for the date I want are still available?
462,How do you know if your new dates are over or if you can't find your reservation?,tour_available,Hi! How can I know if <keyword> tickets for the date I want are still available?
463,What is the best way to know if a date is still available?,tour_available,How can I know if <keyword> tickets for the date I want are still available?
464,How can I know if my ticket is still available for that date?,tour_available,How can I know if <keyword> tickets for the date I want are still available?
465,How do I know that tickets available for a specific date are not sold out?,tour_available,How can I know if <keyword> tickets for the date I want are still available?
466,How can I know if my registration ticket is still available?,tour_available,How can I know if <keyword> tickets for the date I want are still available?
467,How do I know that the “fun” keyword for the date I want is still available?,tour_available,How can I know if <keyword> for the date I want are still available?
468,How do you know if a target date is still available?,tour_available,How can I know if <keyword> for the date I want are still available?
469,How can I know if a date I want is still available?,tour_available,How can I know if <keyword> for the date I want are still available?
470,How can I know if the keyword for the date I want is still available?,tour_available,How can I know if <keyword> for the date I want are still available?
471,"I have my date and I want to get it, can I snort it when I forget the keyword> part that I want?",tour_available,How can I know if <keyword> for <date> I want are still available?
472,How do I know if a search term for the date that I want is still available?,tour_available,How can I know if <keyword> for <date> I want are still available?
473,How do I know if a keyword is still available for the date I want?,tour_available,How can I know if <keyword> for <date> I want are still available?
474,How do I know if the numbers of the date> that I want are still used?,tour_available,How can I know if <keyword> for <date> I want are still available?
475,How can I know if the password date> is still available?,tour_available,How can I know if <keyword> for <date> are still available?
476,How do I know if the date>keyword is still available or not?,tour_available,How can I know if <keyword> for <date> are still available?
477,How can I know whether the date> is still visible?,tour_available,How can I know if <keyword> for <date> are still available?
478,How do I know when the key on my date is still active?,tour_available,How can I know if <keyword> for <date> are still available?
479,Is keyword> the same as date> but available between date> and date>?,tour_available,<keyword>— available between <date> to <date> ?
480,keyword>— Available between date> to date>?,tour_available,<keyword>— available between <date> to <date> ?
481,The dictionary has an integer of 17 (indicated by ). Are there any alternatives between date> and date>?,tour_available,<keyword>— available between <date> to <date> ?
482,keyword>— is available between date> to date>?,tour_available,<keyword>— available between <date> to <date> ?
483,keyword> available between date> to date>?,tour_available,<keyword> available between <date> to <date>?
484,What is keyword> available between date> and date>?,tour_available,<keyword> available between <date> to <date>?
485,keyword> available between date> and date>?,tour_available,<keyword> available between <date> to <date>?
486,For the keyword> as long as date> up to date> what is the keyword> available between date> and date>?,tour_available,<keyword> available between <date> to <date>?
487,How do you switch keyword> from date to date?,tour_available,<keyword> available between <date> to <date>?
488,keyword> available between date> and date>?,tour_available,<keyword> available between <date> to <date>?
489,keyword> available between date> to date>?,tour_available,<keyword> available between <date> to <date>?
490,Hi. would like to get a quote for keyword> for number of people> adults date> please.,tour_available,Hi. would like to get a quote for <keyword> for <number_of_people> adults <date> please
491,number of people will be for adults and date>? Please provide me with a quote for keyword>,tour_available,Hi. would like to get a quote for <keyword> for <number_of_people> adults <date> please
492,Hi. Would like to get a quote for keyword> for number_of_people> adults date> please?,tour_available,Hi. would like to get a quote for <keyword> for <number_of_people> adults <date> please
493,Hi. I would like to get a quote for keyword> for number_of_people> adults date> please.,tour_available,Hi. would like to get a quote for <keyword> for <number_of_people> adults <date> please
494,"Looking for last minute people to join a conversation in the last minute, and for people to follow.",tour_available,Looking for last minute <keyword> for <number_of_people> people
495,Looking for last minute keyword> number_of_people> people I can think of.,tour_available,Looking for last minute <keyword> for <number_of_people> people
496,Is there a keyword for that last minute keyword> for number_of_people> people?,tour_available,Looking for last minute <keyword> for <number_of_people> people
497,Looking for last minute keyword> for number_of_people people?,tour_available,Looking for last minute <keyword> for <number_of_people> people
498,Are there any tickets for the date>?,tour_available,are there any tickets on the <date>
499,Are there any tickets on the date>?,tour_available,are there any tickets on the <date>
500,i have 7 days left? Are there tickets on the date>?,tour_available,are there any tickets on the <date>
501,Are there any tickets for the dates we've booked?,tour_available,are there any tickets on the <date>
502,I am looking for transportation> for duration> in location> covering nearby sites and going up to location>.,tour_available,I am looking for <transportation> for <duration> in <location> covering nearby sites and going up to <location>
503,I am looking for transportation> for duration> in location> covering nearby sites and going up to location> location>. If I have the right title(s) I can drive up to location>. I am looking for transportation> for duration>.,tour_available,I am looking for <transportation> for <duration> in <location> covering nearby sites and going up to <location>
504,I am looking for transportation> in location> covering nearby sites and going up to location>. I am looking in location> for duration>. I am looking for transportation> for duration> by location>.,tour_available,I am looking for <transportation> for <duration> in <location> covering nearby sites and going up to <location>
505,I am looking for transportation> for duration> in location> covering nearby sites and going up to location> with my graduation.,tour_available,I am looking for <transportation> for <duration> in <location> covering nearby sites and going up to <location>
506,Are keyword> keywords still available for date>?,tour_available,"Hello, is <keyword> still available for <date>?"
507,Is keyword> still available for date>?,tour_available,"Hello, is <keyword> still available for <date>?"
508,"Hello, is keyword> still available for date>?",tour_available,"Hello, is <keyword> still available for <date>?"
509,Is it still possible to insert keyword> in date>?,tour_available,"Hello, is <keyword> still available for <date>?"
510,Need information and pricing for a small group of number_of_people> for a duration> keyword> of location> and location>. Please advise. We're staying at hotel> in location>.,tour_available,Need information and pricing for a small group of <number_of_people> for a <duration> <keyword> of <location> and <location>. Please advise. We're staying at <hotel> in <location>.
511,I need information and pricing for a small group of number_of_people> for a duration> keyword> of location> and location>. Please advise. We're staying at hotel> in location>.,tour_available,Need information and pricing for a small group of <number_of_people> for a <duration> <keyword> of <location> and <location>. Please advise. We're staying at <hotel> in <location>.
512,what do I do when I need to book a wedding?,tour_available,we need to book for <keyword> for <date> for <number_of_people>
513,I need to book for keyword> in the date> in the number of people>.,tour_available,we need to book for <keyword> for <date> for <number_of_people>
514,we need to book for keyword> date> name_of_people>.,tour_available,we need to book for <keyword> for <date> for <number_of_people>
515,we need to book keyword> for date> for people>. We need to book for number.of_people> for keyword> [Borderline] [Nrd]>.,tour_available,we need to book for <keyword> for <date> for <number_of_people>
516,Is the keyword> that refers to a date more likely to be found after time (or within a certain time frame) than time (in date>)?,tour_available,is the <keyword> on <date> available other time than <time>
517,can a key be found other time than time?,tour_available,is the <keyword> on <date> available other time than <time>
518,Is the keyword> on date> available other time than time>?,tour_available,is the <keyword> on <date> available other time than <time>
519,Is the keyword on date> available other time than time>?,tour_available,is the <keyword> on <date> available other time than <time>
520,What dates is the keyword> tour available?,tour_available,What dates is the <keyword> tour available in <month>?
521,What dates is keyword> tour available in month>?,tour_available,What dates is the <keyword> tour available in <month>?
522,Where will the Keyword> tour go?,tour_available,What dates is the <keyword> tour available in <month>?
523,When is the next keyword tour scheduled in the month of October and will the dates be confirmed?,tour_available,What dates is the <keyword> tour available in <month>?
524,Is the Keyword> tour available in location>?,tour_available,Is the <keyword> tour available in <location>?
525,Is the keyword> tour available in location>?,tour_available,Is the <keyword> tour available in <location>?
526,"What is the best keyword for the ""keyword"" tour in India?",tour_available,What dates are available for the <keyword> tour?
527,What time is the Keyword Tour due?,tour_available,What dates are available for the <keyword> tour?
528,What's your tour plan for CRYSTAL SAGO/CELEBRITY STYLE Keyword>?,tour_available,What dates are available for the <keyword> tour?
529,"Which is the best day to tour, and what keyword> dates are available?",tour_available,What dates are available for the <keyword> tour?
530,When will Keywords> Tour launch in month?,tour_available,When is the <keyword> tour available in <month>?
531,When is the keyword> tour available?,tour_available,When is the <keyword> tour available in <month>?
532,How soon is keyword> tour available?,tour_available,When is the <keyword> tour available in <month>?
533,When is keyword tour available for online?,tour_available,When is the <keyword> tour available in <month>?
534,I would like to know if the keyword> will be open on date>?,tour_available,I would like to know if the <keyword> will be open on <date>?
535,I would like to know if the keyword> will be open on date> for a long time. What's wrong? What does it mean?,tour_available,I would like to know if the <keyword> will be open on <date>?
536,I need tickets for our wedding (date). Can you help me to confirm what are the available dates?,tour_available,could you help me to confirm if there are available tickets for <keyword> on <date>
537,Could you help me to confirm the availability of tickets for keyword> date> in a given day?,tour_available,could you help me to confirm if there are available tickets for <keyword> on <date>
538,Would you confirm availability for keyword> on date>?,tour_available,could you help me to confirm if there are available tickets for <keyword> on <date>
539,Please confirm to me if there are available tickets on date/time with the name of the particular event. Is it possible to change any of the tickets to the corresponding time in a particular city?,tour_available,could you help me to confirm if there are available tickets for <keyword> on <date>
540,Are you a good keywrl? Why?,tour_available,Do you have this <keyword>?
541,Why do you know this keyword?,tour_available,Do you have this <keyword>?
542,Do you have this keyword?,tour_available,Do you have this <keyword>?
543,Do you have this word>?,tour_available,Do you have this <keyword>?
544,"What is the key word for ""location""?",tour_available,Do you have this <keyword> in <location>?
545,Do you have this keyword> in location?,tour_available,Do you have this <keyword> in <location>?
546,Which key should a location get as?,tour_available,Do you have this <keyword> in <location>?
547,Does a keyword in a location have this key?,tour_available,Do you have this <keyword> in <location>?
548,Is keyword> tour date> available on?,tour_available,Is the <keyword> tour available on <date>?
549,How long until the keyword> tour is available?,tour_available,Is the <keyword> tour available on <date>?
550,Is keyword> tour available on date>?,tour_available,Is the <keyword> tour available on <date>?
551,Is the keyword> tour available on date>?,tour_available,Is the <keyword> tour available on <date>?
552,"Does each day on dating, what country do you know keyword> for?",tour_available,Do you have this <keyword> in <location> on <date>?
553,Do you have this keyword in location> on date>?,tour_available,Do you have this <keyword> in <location> on <date>?
554,Do you have this keyword> in location> on date>?,tour_available,Do you have this <keyword> in <location> on <date>?
555,"Do you have a keyword in ""location"" in date>?",tour_available,Do you have this <keyword> in <location> on <date>?
556,"I booked a tour confirmation code, but I would like to cancel it. What should I do?",tour_cancel,"I booked a tour confirmation code <confirmation_code>, but I would like to cancel it."
557,I booked a tour confirmation code confirmation_code> but I would like to cancel it. Why can't I get back my current tour confirmation code?,tour_cancel,"I booked a tour confirmation code <confirmation_code>, but I would like to cancel it."
558,"I booked a tour confirmation code, and am very disappointed. I would like to cancel it. What do I do?",tour_cancel,"I booked a tour confirmation code <confirmation_code>, but I would like to cancel it."
559,"I booked a tour confirmation code confirmation_code> but I would like to cancel it. If you have any questions about the cancellation code, do you have the correct code?",tour_cancel,"I booked a tour confirmation code <confirmation_code>, but I would like to cancel it."
560,How do I cancel my trip if I already have confirmation #?,tour_cancel,Can I cancel the the tour confirmtion code <confirmation_code>?
561,Can we cancel the tour confirmation code with no recovery and all my photos?,tour_cancel,Can I cancel the the tour confirmtion code <confirmation_code>?
562,Can I cancel the tour confirmation code contact_code>?,tour_cancel,Can I cancel the the tour confirmtion code <confirmation_code>?
563,Can I modify my confirmed tour's reservation in advance?,tour_cancel,Can I cancel the the tour confirmtion code <confirmation_code>?
564,What should I do if I have to cancel a tour?,tour_cancel,"I need to cancel my tour, how can I do that?"
565,How does I cancel my tour of China?,tour_cancel,"I need to cancel my tour, how can I do that?"
566,How do I cancel my tour?,tour_cancel,"I need to cancel my tour, how can I do that?"
567,Can I cancel my tour?,tour_cancel,"I need to cancel my tour, how can I do that?"
568,I need to reschedule my tour and how can I do that?,tour_cancel,I need to reschedule my tour
569,Should I reschedule my tour?,tour_cancel,I need to reschedule my tour
570,I'm going on tour soon so I have to reschedule my tour. What is the cost?,tour_cancel,I need to reschedule my tour
571,What should I do if I need to reschedule tour?,tour_cancel,I need to reschedule my tour
572,How much is the word keyword> for number_of_people on date>?,tour_inquiry,How much is <keyword> is for <number_of_people> on <date>?
573,How much is keyword> is for number_of_people?,tour_inquiry,How much is <keyword> is for <number_of_people> on <date>?
574,How much is the value of the key word for menu_of_the_people> in any given date?,tour_inquiry,How much is <keyword> is for <number_of_people> on <date>?
575,How much is keyword> for number_of_people> on date>?,tour_inquiry,How much is <keyword> is for <number_of_people> on <date>?
576,What is a tour_parameter> of Tour?,tour_inquiry,What is <tour_parameter> of <keyword> tour?
577,What is the length of tour parameter of a keyword tour?,tour_inquiry,What is <tour_parameter> of <keyword> tour?
578,What is the tour_parameter> of the keyword> tour?,tour_inquiry,What is <tour_parameter> of <keyword> tour?
579,What is the meaning of tour?,tour_inquiry,What is <tour_parameter> of <keyword> tour?
580,"I'm trying to book a keyword and it looks like it's 300/person, Is this just to book the reservation and then I have to pay for the meal?",tour_inquiry,"Hi, i'm trying to book <keyword> and it looks like it's 300/person. Is this just to book the reservation and then I have to pay for the meal?"
581,I'm trying to book keyword> and it looks like it's 390/person. Is this just to book the reservation and then have to pay for the meal?,tour_inquiry,"Hi, i'm trying to book <keyword> and it looks like it's 300/person. Is this just to book the reservation and then I have to pay for the meal?"
582,"What do I do when I'm trying to book a trip online and I see that I pay for the meal, when I need it?",tour_inquiry,"Hi, i'm trying to book <keyword> and it looks like it's 300/person. Is this just to book the reservation and then I have to pay for the meal?"
583,Is it just to book reservations and pay for the meals?,tour_inquiry,"Hi, i'm trying to book <keyword> and it looks like it's 300/person. Is this just to book the reservation and then I have to pay for the meal?"
584,Do you pick up at the hotel? We are staying in hotel> at location>.,tour_inquiry,Do you pick up at the hotel? We are staying in <hotel> at <location>
585,Do you pick up on the hotel?,tour_inquiry,Do you pick up at the hotel? We are staying in <hotel> at <location>
586,Does you pick up at the hotel?,tour_inquiry,Do you pick up at the hotel? We are staying in <hotel> at <location>
587,Do you pick up at hotel? Why?,tour_inquiry,Do you pick up at the hotel? We are staying in <hotel> at <location>
588,Is pickup from the location> an option?,tour_inquiry,is there pickup from the <location> for <keyword> available?
589,when pickup from the location at which you need to enter the search term is called and how much?,tour_inquiry,is there pickup from the <location> for <keyword> available?
590,Is pickup from location for keyword> available?,tour_inquiry,is there pickup from the <location> for <keyword> available?
591,Can you pick up to the location for keyword> here?,tour_inquiry,is there pickup from the <location> for <keyword> available?
592,Does keyword offer pickup at location>?,tour_inquiry,Does <keyword> offer pickup at <location>?
593,Does keyword> offer pickup at location>?,tour_inquiry,Does <keyword> offer pickup at <location>?
594,"Does ""keyword"" offer pickup at location?",tour_inquiry,Does <keyword> offer pickup at <location>?
595,How do you pick you up at an airport hotel/hotel?,tour_inquiry,Can a tour guide pick us up at <location>?
596,Is it okay for a tour guide to pick us up at location>?,tour_inquiry,Can a tour guide pick us up at <location>?
597,Can a tour guide pick us up at a specific location?,tour_inquiry,Can a tour guide pick us up at <location>?
598,Can tour guides pick up us at location>?,tour_inquiry,Can a tour guide pick us up at <location>?
599,If a tour has been booked for the next 7 days please email me information if this tour is available with pickup from hotel.,tour_inquiry,please email me information if this tour is available with pickup from <hotel>
600,Please email me information if this tour is available with pickup from hotel>.If the tours are rented please email me a reservation information to get your price.,tour_inquiry,please email me information if this tour is available with pickup from <hotel>
601,I want to see Spain. Please email me info if this tour is available with pickup from hotel>.,tour_inquiry,please email me information if this tour is available with pickup from <hotel>
602,Please email me information if this tour is available with pickup from hotel>. please offer or skip one day.,tour_inquiry,please email me information if this tour is available with pickup from <hotel>
603,Could you please provide me the details for keyword>?,tour_inquiry,Could you provide me the details for <keyword>
604,"What are my ideas for a ""keyword""? Could you provide me the details?",tour_inquiry,Could you provide me the details for <keyword>
605,Can you give me the details of keyword>?,tour_inquiry,Could you provide me the details for <keyword>
606,Could you give me the details for keyword>?,tour_inquiry,Could you provide me the details for <keyword>
607,"If I want to do a tour for keyword> festival, I would like to organize a tour for keyword> festival.",tour_inquiry,I would like a tour for <keyword> festival
608,I want to attend a festival on 21 of August. I would like a tour for keyword> festival in January.,tour_inquiry,I would like a tour for <keyword> festival
609,I am interested in a festival I should tour. Exactly what can I do?,tour_inquiry,I would like a tour for <keyword> festival
610,I would like a tour for keyword> festival?,tour_inquiry,I would like a tour for <keyword> festival
611,I want more details of the keyword> Tour. I want more detail on the Tour. I don't know which tour: keyword> Tours.I want tours?,tour_inquiry,I want more details on <keyword> tour
612,I want more details on the keyword> tour. I want more details on keyword> tour.,tour_inquiry,I want more details on <keyword> tour
613,"I want more details on keyword> tour. I want more details about keyword>, tour and tickets.",tour_inquiry,I want more details on <keyword> tour
614,I want more details on keyword> tour. I want more details on keyword>.,tour_inquiry,I want more details on <keyword> tour
615,What happens if I don't get reservation on order?,tour_inquiry,"Hi, what happens if I don't get the reservation on an order?
"
616,What happens if your order is not confirmed on reservation?,tour_inquiry,"Hi, what happens if I don't get the reservation on an order?
"
617,What happens if I don't get a reservation for an order?,tour_inquiry,"Hi, what happens if I don't get the reservation on an order?
"
618,What happens if I don't get a reservation on an order?,tour_inquiry,"Hi, what happens if I don't get the reservation on an order?
"
619,What happens if you don't get reservation?,tour_inquiry,"What happens if I don't get the reservation on an order?
"
620,What can happen if you do not get your reservation on an order?,tour_inquiry,"What happens if I don't get the reservation on an order?
"
621,What happens if I don't get reservation on my order?,tour_inquiry,"What happens if I don't get the reservation on an order?
"
622,What is happened if I don't get reservation on my order?,tour_inquiry,"What happens if I don't get the reservation on an order?
"
623,Will you refund the charge? How?,tour_inquiry,Do you refund the charge?
624,Does anyone refund that charge?,tour_inquiry,Do you refund the charge?
625,Can I refund the charge?,tour_inquiry,Do you refund the charge?
626,Can you refund the charge?,tour_inquiry,Do you refund the charge?
627,When will I get my refund?,tour_inquiry,When do I get my refund?
628,What is the refund process?,tour_inquiry,When do I get my refund?
629,How can I get a refund for my purchases?,tour_inquiry,When do I get my refund?
630,What is the best way to get a refund?,tour_inquiry,When do I get my refund?
631,What exactly is refund policy?,tour_inquiry,What is the refund policy?
632,What's a refund policy?,tour_inquiry,What is the refund policy?
633,How does a refund policy works?,tour_inquiry,What is the refund policy?
634,Is keyword> available in language>?,tour_inquiry,Is <keyword> available in <language>
635,Is keyword available in other languages?,tour_inquiry,Is <keyword> available in <language>
636,Is a phrase available in a language?,tour_inquiry,Is <keyword> available in <language>
637,Are these words translated into language>?,tour_inquiry,Is <keyword> available in <language>
638,What do you need to bring with you for a keyword> tour?,tour_inquiry,What do I need to bring with me for <keyword> tour?
639,What should I bring for keyword> tour?,tour_inquiry,What do I need to bring with me for <keyword> tour?
640,What i should bring for keyword> tour?,tour_inquiry,What do I need to bring with me for <keyword> tour?
641,What should I bring with me on a keyword> tour?,tour_inquiry,What do I need to bring with me for <keyword> tour?
642,Do children have to go on tours?,tour_inquiry,Are kids allowed on <keyword> tour?
643,Can kids travel on tours?,tour_inquiry,Are kids allowed on <keyword> tour?
644,Are kids allowed on keyword> tour?,tour_inquiry,Are kids allowed on <keyword> tour?
645,Are kids allowed on tour as a group?,tour_inquiry,Are kids allowed on <keyword> tour?
646,What are some foods included in the tour?,tour_inquiry,Is lunch included in tour?
647,What are the benefits of picnic lunch for tour?,tour_inquiry,Is lunch included in tour?
648,Is food included on tour?,tour_inquiry,Is food included in tour?
649,What is included in a tour?,tour_inquiry,Is food included in tour?
650,Is there food included in a tour?,tour_inquiry,Is food included in tour?
651,Where can I find my first address or our last name where I'll be picked up?,tour_inquiry_pick_up,Is there a physical address where we will be picked up?
652,Is there a physical address where we can be picked up?,tour_inquiry_pick_up,Is there a physical address where we will be picked up?
653,What is a physical address where you will be picked up?,tour_inquiry_pick_up,Is there a physical address where we will be picked up?
654,Will you pick up the children at my address?,tour_inquiry_pick_up,Is there a physical address where we will be picked up?
655,Is it still a little unclear where to meet?,tour_inquiry_pick_up,It just seems a little unclear where to meet.
656,What is a meeting point?,tour_inquiry_pick_up,It just seems a little unclear where to meet.
657,Where to meet?,tour_inquiry_pick_up,It just seems a little unclear where to meet.
658,I am getting rather confused where to meet the man. I am having troubles.,tour_inquiry_pick_up,It just seems a little unclear where to meet.
659,When do you plan a tour?,tour_inquiry_pick_up,When should I be ready for tour?
660,When do you think you should be ready for a tour?,tour_inquiry_pick_up,When should I be ready for tour?
661,When should I get ready for tour?,tour_inquiry_pick_up,When should I be ready for tour?
662,When should I be ready to tour?,tour_inquiry_pick_up,When should I be ready for tour?
663,Where does the tour> meet?,tour_inquiry_pick_up,Where does <tour> meet?
664,Where is your tour?,tour_inquiry_pick_up,Where does <tour> meet?
665,Where does tour> meet?,tour_inquiry_pick_up,Where does <tour> meet?
666,Where is tour> based?,tour_inquiry_pick_up,Where does <tour> meet?
667,Is pick-up included in this plan?,tour_inquiry_pick_up,Is pick-up included?
668,Is pick up included in my fee?,tour_inquiry_pick_up,Is pick-up included?
669,When will pick-up be included or not?,tour_inquiry_pick_up,Is pick-up included?
670,"Hi name>! Thank you, I am a tour guide in location> and I was wondering if there is a way I can offer my tours on your website (the Tour Guide Business Directory)?",tour_offer,"Hi <name>! Thank you, I am a tour guide in <location> and I was wondering if there is a way I can offer my tours on your website"
671,How can I start a website to get tours in your area?,tour_offer,"Hi <name>! Thank you, I am a tour guide in <location> and I was wondering if there is a way I can offer my tours on your website"
672,"Hi name>! Thank you, I am a tour guide in location> and I was wondering if there is a way I can offer my tours on your website. I hoped you would find an easy way.",tour_offer,"Hi <name>! Thank you, I am a tour guide in <location> and I was wondering if there is a way I can offer my tours on your website"
673,What is the way to offer tours on your website?,tour_offer,"Hi <name>! Thank you, I am a tour guide in <location> and I was wondering if there is a way I can offer my tours on your website"
674,Hi name> I am a tour guide in location> and I was wondering if there is a way I can offer my tours on your website?,tour_offer,Hi <name>! I am a tour guide in <location> and I was wondering if there is a way I can offer my tours on your website
675,What should I do if I am looking to tour your website?,tour_offer,Hi <name>! I am a tour guide in <location> and I was wondering if there is a way I can offer my tours on your website
676,I am a tour guide in location>. I was wondering how do I travel with you?,tour_offer,Hi <name>! I am a tour guide in <location> and I was wondering if there is a way I can offer my tours on your website
677,Hello name>! I am a tour guide in location> and I was wondering if there is a way I can offer my tours on your website?,tour_offer,Hi <name>! I am a tour guide in <location> and I was wondering if there is a way I can offer my tours on your website
678,I would like to partner with you. Please contact me.,tour_offer,I would like to partner with your site
679,Why can't I sign up to partner with your site?,tour_offer,I would like to partner with your site
680,"I am interested to partner with your site. I use your website, I would like to give you a better review. Please read the full summary.",tour_offer,I would like to partner with your site
681,I want to partner with your site. What do you offer?,tour_offer,I would like to partner with your site
682,I am interested in working with an app like the one you are using. Would you like to partner with me?,tour_offer,I would like to partner with your app
683,Why would I like to partner with your app?,tour_offer,I would like to partner with your app
684,"I would like to partner with your app. I am old school, I'd like the App. I'll try to build a website but can't afford to spend money.",tour_offer,I would like to partner with your app
685,I am so curious to partner with your app and would like to submit a request.,tour_offer,I would like to partner with your app
686,Are tours available in Thailand?,tour_offer,We have new tours available
687,We have newly released tour available.,tour_offer,We have new tours available
688,What are new tours on Tours?,tour_offer,We have new tours available
689,We have new tours available now!,tour_offer,We have new tours available
690,Information on tours was not correct.,tour_offer,Information on tour is not correct
691,Tour information is inaccurate. Please verify.,tour_offer,Information on tour is not correct
692,"I know of many people saying the tour is in a different country on the tour, but the information on the tour is correct.",tour_offer,Information on tour is not correct
693,What are the inaccurate information on tour?,tour_offer,Information on tour is not correct
